userID,emailID,dialogID,nodeID,timeStamp,eventType,response
d5cc0499-bdec-63ff-2cb1-0a298ed0ca7c,t18,0,13,2016-07-14T14:57:45.716Z,click,_______
d5cc0499-bdec-63ff-2cb1-0a298ed0ca7c,t18,0,0,2016-07-14T14:57:54.121Z,click,_________
d5cc0499-bdec-63ff-2cb1-0a298ed0ca7c,t18,0,0,2016-07-14T14:58:07.777Z,click,__________
d5cc0499-bdec-63ff-2cb1-0a298ed0ca7c,t18,0,12,2016-07-14T14:58:17.236Z,click,________
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,1,2016-07-16T23:22:52.613Z,click,__
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,2,2016-07-16T23:23:05.690Z,click,____
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,3,2016-07-16T23:23:13.183Z,click,______
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,5,2016-07-16T23:23:19.991Z,click,___
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,6,2016-07-16T23:23:28.048Z,click,_____
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,4,2016-07-16T23:23:37.252Z,click,_____
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,8,2016-07-16T23:23:45.153Z,click,______
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,7,2016-07-16T23:23:53.632Z,click,____
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,9,2016-07-16T23:24:03.720Z,click,________
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,11,2016-07-16T23:24:15.192Z,click,______
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,0,2016-07-16T23:24:23.130Z,click,_______
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,12,2016-07-16T23:24:32.894Z,click,________
c34231bc-fc80-8cae-4c3b-0a0e3afd897a,t19,0,13,2016-07-16T23:24:42.472Z,click,_______
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,1,2016-07-16T23:31:04.369Z,click,__
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,0,2016-07-16T23:31:12.565Z,click,______
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,2,2016-07-16T23:31:18.375Z,click,___
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,3,2016-07-16T23:31:24.644Z,click,______
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,5,2016-07-16T23:31:29.873Z,click,___
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,6,2016-07-16T23:31:36.594Z,click,_____
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,4,2016-07-16T23:32:51.836Z,click,_____
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,8,2016-07-16T23:33:09.183Z,click,______
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,0,2016-07-16T23:33:22.469Z,click,_______________
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,9,2016-07-16T23:33:38.410Z,click,________
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,7,2016-07-16T23:33:46.416Z,click,____
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,12,2016-07-16T23:34:13.327Z,click,________
5341bc2f-cd19-2a83-4eb7-e854e1bf79fc,t19,0,13,2016-07-16T23:34:28.276Z,click,_______
866dc2cf-73ed-d36e-0d28-d15bdab884a8,t19,0,5,2016-07-16T23:35:37.019Z,click,___
866dc2cf-73ed-d36e-0d28-d15bdab884a8,t19,0,4,2016-07-16T23:35:45.512Z,click,_____
866dc2cf-73ed-d36e-0d28-d15bdab884a8,t19,0,8,2016-07-16T23:35:59.557Z,click,______
866dc2cf-73ed-d36e-0d28-d15bdab884a8,t19,0,7,2016-07-16T23:36:06.802Z,click,____
866dc2cf-73ed-d36e-0d28-d15bdab884a8,t19,0,9,2016-07-16T23:36:17.193Z,click,________
866dc2cf-73ed-d36e-0d28-d15bdab884a8,t19,0,11,2016-07-16T23:36:33.473Z,click,_______
866dc2cf-73ed-d36e-0d28-d15bdab884a8,t19,0,6,2016-07-16T23:36:44.788Z,click,_____
866dc2cf-73ed-d36e-0d28-d15bdab884a8,t19,0,0,2016-07-16T23:36:54.905Z,click,_____
866dc2cf-73ed-d36e-0d28-d15bdab884a8,t19,0,12,2016-07-16T23:37:05.848Z,click,________
866dc2cf-73ed-d36e-0d28-d15bdab884a8,t19,0,13,2016-07-16T23:37:20.168Z,click,_______
c0428128-988d-3bff-a8a1-4192e2db7270,,0,1,2016-07-17T08:17:32.175Z,click,__
c0428128-988d-3bff-a8a1-4192e2db7270,,0,2,2016-07-17T08:17:42.338Z,click,___
